"fecha"	"hora"	"total_base"	"total_impuesto"	"total_transaccion"	"vuelto"	"donacion"
"2014-08-04"	"10:16:00.0"	"583.04"	"69.96"	653	0	0
"2014-08-04"	"10:17:00.0"	"201.79"	"24.21"	226	0	0
"2014-08-04"	"10:20:00.0"	"134.82"	"16.18"	151	0	1
"2014-08-04"	"10:23:00.0"	"1,451.78"	"174.21"	"1,625.99"	0	"0.01"
"2014-08-04"	"10:24:00.0"	"102.68"	"12.32"	115	0	0
"2014-08-04"	"10:27:00.0"	"2,954.11"	"354.49"	"3,308.6"	0	"1.4"
"2014-08-04"	"10:33:00.0"	"347.32"	"41.68"	389	10	1
"2014-08-04"	"10:35:00.0"	"2,562.5"	"307.5"	"2,870"	0	0
"2014-08-04"	"10:39:00.0"	"993.62"	"119.23"	"1,112.85"	0	"0.15"
"2014-08-04"	"10:46:00.0"	"1,374.51"	"164.94"	"1,539.45"	0	0
"2014-08-04"	"10:49:00.0"	"112.32"	"13.48"	"125.8"	4	"0.2"
"2014-08-04"	"10:54:00.0"	"375.63"	"45.08"	"420.71"	0	0
"2014-08-04"	"10:55:00.0"	"181.25"	"21.75"	203	7	0
"2014-08-04"	"10:56:00.0"	"320.54"	"38.46"	359	0	0
"2014-08-04"	"10:57:00.0"	"41.52"	"4.98"	"46.5"	"312.5"	0
"2014-08-04"	"11:05:00.0"	"143.97"	"17.28"	"161.25"	0	0
"2014-08-04"	"11:08:00.0"	"1,066.96"	"128.04"	"1,195"	0	0
"2014-08-04"	"11:10:00.0"	"674.91"	"80.99"	"755.9"	0	0
"2014-08-04"	"11:13:00.0"	"4,288.39"	"514.61"	"4,803"	0	0
"2014-08-04"	"11:14:00.0"	"352.68"	"42.32"	395	0	0
"2014-08-04"	"11:16:00.0"	"666.96"	"80.04"	747	0	0
"2014-08-04"	"11:18:00.0"	"213.39"	"25.61"	239	0	0
"2014-08-04"	"11:20:00.0"	"227.8"	"27.34"	"255.14"	0	0
"2014-08-04"	"11:24:00.0"	"438.88"	"52.67"	"491.55"	0	0
"2014-08-04"	"11:29:00.0"	"1,707.23"	"204.87"	"1,912.1"	0	0
"2014-08-04"	"11:32:00.0"	"95.54"	"11.46"	107	0	0
"2014-08-04"	"11:32:53.0"	100	0	100	0	0
"2014-08-04"	"11:34:00.0"	"665.36"	"79.84"	"745.2"	0	0
"2014-08-04"	"11:38:00.0"	"1,837.52"	"220.5"	"2,058.02"	"41.98"	0
"2014-08-04"	"11:39:00.0"	"436.61"	"52.39"	489	11	0
"2014-08-04"	"11:40:42.0"	"404.46"	"48.54"	453	0	0
"2014-08-04"	"11:42:00.0"	"186.3"	"22.36"	"208.66"	0	"1.34"
"2014-08-04"	"11:43:22.0"	70	0	70	30	0
"2014-08-04"	"11:45:00.0"	"696.1"	"76.5"	"772.6"	27	"0.4"
"2014-08-04"	"11:46:26.0"	500	0	500	0	0
"2014-08-04"	"11:53:00.0"	"8,348"	"1,001.76"	"9,349.76"	0	"0.24"
"2014-08-04"	"11:58:00.0"	"302.68"	"36.32"	339	0	1
"2014-08-04"	"12:03:47.0"	0	0	0	0	0
"2014-08-04"	"12:05:00.0"	"336.13"	"40.34"	"376.47"	25	"0.53"
"2014-08-04"	"12:06:00.0"	"43.3"	"5.2"	"48.5"	0	"0.5"
"2014-08-04"	"12:07:00.0"	"194.5"	"23.34"	"217.84"	0	0
"2014-08-04"	"12:11:00.0"	"4,134.79"	"496.17"	"4,630.96"	0	0
"2014-08-04"	"12:13:00.0"	"547.32"	"65.68"	613	0	0
"2014-08-04"	"12:15:00.0"	"95.54"	"11.46"	107	0	0
"2014-08-04"	"12:17:00.0"	"751.79"	"90.21"	842	0	0
"2014-08-04"	"12:18:00.0"	"815.18"	"97.82"	913	0	0
"2014-08-04"	"12:21:00.0"	"1,181.43"	"141.77"	"1,323.2"	0	0
"2014-08-04"	"12:22:16.0"	"3,960.83"	"475.3"	"4,436.13"	0	0
"2014-08-04"	"12:30:00.0"	"4,014"	"481.68"	"4,495.68"	0	0
"2014-08-04"	"12:34:00.0"	"1,504.04"	"180.48"	"1,684.52"	0	0
"2014-08-04"	"12:36:00.0"	"1,108.38"	"133.01"	"1,241.39"	0	0
"2014-08-04"	"12:38:00.0"	"1,260.98"	"151.32"	"1,412.3"	0	0
"2014-08-04"	"12:38:47.0"	200	0	200	0	0
"2014-08-04"	"12:39:17.0"	300	0	300	0	0
"2014-08-04"	"12:44:00.0"	"1,156.25"	"138.75"	"1,295"	0	0
"2014-08-04"	"12:46:00.0"	"950.48"	"114.06"	"1,064.54"	0	0
"2014-08-04"	"12:50:00.0"	"1,163.55"	"139.63"	"1,303.18"	0	0
"2014-08-04"	"12:52:00.0"	"196.83"	"23.62"	"220.45"	0	0
"2014-08-04"	"12:54:00.0"	"227.74"	"27.33"	"255.07"	0	0
"2014-08-04"	"12:58:00.0"	"7,984.8"	"958.18"	"8,942.98"	0	0
"2014-08-04"	"12:58:00.0"	"591.96"	"71.04"	663	0	0
"2014-08-04"	"12:58:00.0"	"7,392.84"	"887.14"	"8,279.98"	0	0
"2014-08-04"	"13:02:00.0"	"7,392.84"	"887.14"	"8,279.98"	0	0
"2014-08-04"	"13:04:00.0"	"22.32"	"2.68"	25	0	0
"2014-08-04"	"13:08:00.0"	"2,099.26"	"251.91"	"2,351.17"	0	0
"2014-08-04"	"13:09:00.0"	"5,724.53"	"686.94"	"6,411.47"	0	0
"2014-08-04"	"13:15:00.0"	"12,349.32"	"1,481.92"	"13,831.24"	0	0
"2014-08-04"	"14:00:16.0"	100	0	100	0	0
"2014-08-04"	"14:03:20.0"	200	0	200	0	0
"2014-08-04"	"14:05:00.0"	"177.68"	"21.32"	199	0	0
"2014-08-04"	"14:09:00.0"	"313.93"	"37.67"	"351.6"	0	0
"2014-08-04"	"14:12:00.0"	"604.83"	"72.58"	"677.41"	0	0
"2014-08-04"	"14:12:37.0"	300	0	300	0	0
"2014-08-04"	"14:15:00.0"	"401.84"	"48.22"	"450.06"	0	0
"2014-08-04"	"14:16:00.0"	"85.52"	"10.26"	"95.78"	"4.22"	0
"2014-08-04"	"14:16:00.0"	"502.68"	"60.32"	563	37	0
"2014-08-04"	"14:23:00.0"	"1,066.08"	"127.93"	"1,194.01"	0	0
"2014-08-04"	"14:31:00.0"	"1,186.39"	"142.37"	"1,328.76"	0	0
"2014-08-04"	"14:33:00.0"	"92.76"	"11.13"	"103.89"	"6.11"	0
"2014-08-04"	"14:52:00.0"	"3,914.41"	"469.73"	"4,384.14"	"15.86"	0
"2014-08-04"	"14:55:37.0"	50	0	50	0	0
"2014-08-04"	"14:56:11.0"	100	0	100	0	0
"2014-08-04"	"14:58:00.0"	"322.49"	"38.7"	"361.19"	0	0
"2014-08-04"	"14:58:29.0"	100	0	100	0	0
"2014-08-04"	"15:15:00.0"	"24,275.49"	"2,913.06"	"27,188.55"	"11.45"	0
"2014-08-04"	"15:27:00.0"	"368.3"	"44.2"	"412.5"	0	0
"2014-08-04"	"15:29:00.0"	"296.69"	"35.6"	"332.29"	0	0
"2014-08-04"	"15:34:00.0"	"468.75"	"56.25"	525	0	0
"2014-08-04"	"15:36:00.0"	"1,159.17"	"139.1"	"1,298.27"	"1.73"	0
"2014-08-04"	"15:38:00.0"	"172.32"	"20.68"	193	0	0
